id;englishTitle;japaneseTitle;startDate;endDate;year;subtype;status;posterImage;episodeCount;episodeLength;totalLength
163;Uchuu Senkan Yamato;宇宙戦艦ヤマト;06/10/1974;30/03/1975;1974;TV;finished;https://media.kitsu.io/anime/poster_images/1483/small.jpg?1597692028;26;0;35
164;Tentoumushi no Uta;てんとう虫の歌;06/10/1974;26/11/1976;1974;TV;finished;https://media.kitsu.io/anime/poster_images/4546/small.jpg?1408452860;104;25;2600
165;Barbapapa;バーバパパ;13/10/1974;28/09/1975;1974;TV;finished;https://media.kitsu.io/anime/poster_images/2577/small.jpg?1408447055;45;0;8
166;Calimero;カリメロ;15/10/1974;30/09/1975;1974;TV;finished;https://media.kitsu.io/anime/poster_images/2581/small.jpg?1408447065;45;0;43
167;Kirin Monoshiri Yakata;キリンものしり館;01/01/1975;31/12/1979;1975;TV;finished;https://media.kitsu.io/anime/poster_images/9017/small.jpg?1597690910;1565;5;7825
168;Flanders no Inu;フランダースの犬;05/01/1975;28/12/1975;1975;TV;finished;https://media.kitsu.io/anime/poster_images/2318/small.jpg?1408446399;52;0;48
169;Manga Nippon Mukashibanashi;まんが日本昔ばなし;07/01/1975;25/03/1975;1975;TV;finished;https://media.kitsu.io/anime/poster_images/6113/small.jpg?1597691021;12;25;300
170;Mitsubachi Maya no Bouken;みつばちマーヤの冒険;01/04/1975;20/04/1976;1975;TV;finished;https://media.kitsu.io/anime/poster_images/2336/small.jpg?1408446444;52;0;46
171;Yuusha Raideen;勇者ライディーン;04/04/1975;26/03/1976;1975;TV;finished;https://media.kitsu.io/anime/poster_images/1925/small.jpg?1408445289;50;24;1200
172;La Seine no Hoshi;ラ・セーヌの星;04/04/1975;26/12/1975;1975;TV;finished;https://media.kitsu.io/anime/poster_images/2754/small.jpg?1408447661;39;23;897
173;Don Chuck Monogatari;ドンチャック物語;05/04/1975;27/09/1975;1975;TV;finished;https://media.kitsu.io/anime/poster_images/2340/small.jpg?1408446454;26;25;650
174;Gamba no Bouken;ガンバの冒險;07/04/1975;29/09/1975;1975;TV;finished;https://media.kitsu.io/anime/poster_images/4023/small.jpg?1408451342;26;24;624
175;Shounen Tokugawa Ieyasu;少年徳川家康;09/04/1975;17/09/1975;1975;TV;finished;https://media.kitsu.io/anime/poster_images/9595/small.jpg?1412324555;20;25;500
176;Getter Robo G;ゲッターロボG;15/05/1975;25/03/1976;1975;TV;finished;https://media.kitsu.io/anime/poster_images/3639/small.jpg?1597698446;39;0;39
177;Uchuu no Kishi Tekkaman;宇宙の騎士テッカマン;02/07/1975;24/12/1975;1975;TV;finished;https://media.kitsu.io/anime/poster_images/1308/small.jpg?1408443686;26;23;25
178;Iruka to Shounen;イルカと少年;30/07/1975;15/08/1975;1975;TV;finished;https://media.kitsu.io/anime/poster_images/6507/small.jpg?1408458600;13;15;195
179;Arabian Nights: Sindbad no Bouken (TV);アラビアンナイト シンドバットの冒険;01/10/1975;29/09/1976;1975;TV;finished;https://media.kitsu.io/anime/poster_images/2579/small.jpg?1486236842;52;25;1300
180;Wanpaku Oomukashi Kum Kum;わんぱく大昔クムクム;03/10/1975;26/03/1976;1975;TV;finished;https://media.kitsu.io/anime/poster_images/5261/small.jpg?1408454816;26;0;35
181;Time Bokan;タイムボカン;04/10/1975;25/12/1976;1975;TV;finished;https://media.kitsu.io/anime/poster_images/3346/small.jpg?1408449430;61;24;1464
182;UFO Robo Grendizer;UFOロボ グレンダイザー;05/10/1975;27/02/1977;1975;TV;finished;https://media.kitsu.io/anime/poster_images/1787/small.jpg?1597697998;74;25;1850
183;Koutetsu Jeeg;鋼鉄ジーグ;05/10/1975;29/08/1976;1975;TV;finished;https://media.kitsu.io/anime/poster_images/3518/small.jpg?1597698185;46;22;1012
184;Andes Shounen Pepero no Bouken;アンデス少年ペペロの冒険;06/10/1975;29/03/1976;1975;TV;finished;https://media.kitsu.io/anime/poster_images/3931/small.jpg?1408451092;26;24;624
185;Ganso Tensai Bakabon;元祖天才バカボン;06/10/1975;26/09/1977;1975;TV;finished;https://media.kitsu.io/anime/poster_images/6485/small.jpg?1408458543;103;14;1442
186;Sougen no Shoujo Laura;草原の少女ローラ;07/10/1975;30/03/1976;1975;TV;finished;https://media.kitsu.io/anime/poster_images/3276/small.jpg?1408449242;26;24;624
187;Ikkyuu-san;一休さん;15/10/1975;28/06/1982;1975;TV;finished;https://media.kitsu.io/anime/poster_images/3857/small.jpg?1408450843;296;24;7104
188;Kagee Mukashibanashi;影絵むかし話;01/01/1976;01/01/1979;1976;TV;finished;https://media.kitsu.io/anime/poster_images/10275/small.jpg?1421482860;65;15;975
189;Huckleberry no Bouken;ハックルベリィの冒険;02/01/1976;25/06/1976;1976;TV;finished;https://media.kitsu.io/anime/poster_images/2310/small.jpg?1408446378;26;25;650
190;Haha wo Tazunete Sanzenri;母をたずねて三千里;04/01/1976;26/12/1976;1976;TV;finished;https://media.kitsu.io/anime/poster_images/1494/small.jpg?1597698076;52;26;1352
191;Manga Nippon Mukashibanashi (1976);まんが日本昔ばなし（第2期）;07/01/1976;03/09/1994;1976;TV;finished;https://media.kitsu.io/anime/poster_images/4504/small.jpg?1408452740;1471;25;36775
192;Daikuu Maryuu Gaiking;大空魔竜ガイキング;01/04/1976;27/01/1977;1976;TV;finished;https://media.kitsu.io/anime/poster_images/846/small.jpg?1408442430;44;23;23
193;Youkaiden Nekome Kozou;妖怪伝 猫目小僧;01/04/1976;30/09/1976;1976;TV;finished;https://media.kitsu.io/anime/poster_images/9706/small.jpg?1412325440;25;25;625
194;Machine Hayabusa;マシンハヤブサ;02/04/1976;17/09/1976;1976;TV;finished;https://media.kitsu.io/anime/poster_images/6241/small.jpg?1597690993;21;0;30
195;Gowapper 5 Gordam;ゴワッパー5ゴーダム;04/04/1976;29/12/1976;1976;TV;finished;https://media.kitsu.io/anime/poster_images/5027/small.jpg?1408454139;36;25;900
196;UFO Senshi Dai Apolon;ＵＦＯ戦士ダイアポロン;06/04/1976;28/09/1976;1976;TV;finished;https://media.kitsu.io/anime/poster_images/2956/small.jpg?1408448259;26;24;624
197;Shin Don Chuck Monogatari;新ドン・チャック物語;07/04/1976;25/03/1978;1976;TV;finished;https://media.kitsu.io/anime/poster_images/9936/small.jpg?1413322816;73;25;1825
198;Chou Denji Robo Combattler V;超電磁ロボ コンバトラーＶ;17/04/1976;28/05/1977;1976;TV;finished;https://media.kitsu.io/anime/poster_images/955/small.jpg?1408442706;54;23;25
199;Pinocchio yori Piccolino no Bouken;ピノキオより ピコリーノの冒険;27/04/1976;31/05/1977;1976;TV;finished;https://media.kitsu.io/anime/poster_images/2332/small.jpg?1547103035;52;30;1040
200;Groizer X;グロイザーＸ;01/07/1976;31/03/1977;1976;TV;finished;https://media.kitsu.io/anime/poster_images/3941/small.jpg?1408451121;36;25;900
201;Blocker Gundan IV Machine Blaster;ブロッカー軍団Ⅳマシーンブラスター;05/07/1976;28/03/1977;1976;TV;finished;https://media.kitsu.io/anime/poster_images/4292/small.jpg?1408452126;38;23;874
202;Magnerobo Ga-Keen;マグネロボ・ガ・キーン;05/09/1976;26/06/1977;1976;TV;finished;https://media.kitsu.io/anime/poster_images/3359/small.jpg?1486236962;39;24;936
203;Candy Candy;キャンディ・キャンディ;01/10/1976;02/02/1979;1976;TV;finished;https://media.kitsu.io/anime/poster_images/2556/small.jpg?1597697430;115;25;2875
204;Hoka Hoka Kazoku;ほかほか家族;01/10/1976;31/03/1982;1976;TV;finished;https://media.kitsu.io/anime/poster_images/5245/small.jpg?1408454774;1428;5;7140
205;Kyouryuu Tankentai Born Free;恐竜探検隊ボーンフリー;01/10/1976;25/03/1977;1976;TV;finished;https://media.kitsu.io/anime/poster_images/5976/small.jpg?1597690868;25;24;600
206;Little Lulu to Chicchai Nakama;リトル・ルルとちっちゃい仲間;03/10/1976;03/04/1977;1976;TV;finished;https://media.kitsu.io/anime/poster_images/3277/small.jpg?1408449244;26;25;650
207;Paul no Miracle Daisakusen;ポールのミラクル大作戦;03/10/1976;11/09/1977;1976;TV;finished;https://media.kitsu.io/anime/poster_images/3411/small.jpg?1408449606;51;25;1275
208;Hana no Kakarichou;花の係長;03/10/1976;27/03/1977;1976;TV;finished;https://media.kitsu.io/anime/poster_images/9297/small.jpg?1597691975;25;25;625
209;Dokaben;ドカベン;06/10/1976;26/12/1979;1976;TV;finished;https://media.kitsu.io/anime/poster_images/3279/small.jpg?1408449250;163;25;4075
210;Manga Sekai Mukashibanashi;まんが世界昔ばなし;07/10/1976;28/03/1979;1976;TV;finished;https://media.kitsu.io/anime/poster_images/4494/small.jpg?1486236374;127;30;3810
211;UFO Senshi Dai Apolon 2;UFO戦士ダイアポロンII;07/10/1976;24/02/1977;1976;TV;finished;https://media.kitsu.io/anime/poster_images/6365/small.jpg?1597691120;21;24;504
212;Robokko Beeton;ろぼっ子ビートン;12/10/1976;27/09/1977;1976;TV;finished;https://media.kitsu.io/anime/poster_images/9557/small.jpg?1597691248;50;25;1250
213;Time Bokan Series: Yatterman;タイムボカンシリーズ ヤッターマン;01/01/1977;27/01/1979;1977;TV;finished;https://media.kitsu.io/anime/poster_images/2719/small.jpg?1597691991;108;25;2700
214;Dalam-iwa Goseumdochi;다람이와 고슴도치;01/01/1977;01/01/2012;1977;TV;finished;https://media.kitsu.io/anime/poster_images/9938/small.jpg?1413322837;32;20;640
215;Araiguma Rascal;あらいぐまラスカル;02/01/1977;25/12/1977;1977;TV;finished;https://media.kitsu.io/anime/poster_images/2341/small.jpg?1408446456;52;26;1352
216;Jetter Mars;ジェッターマルス;03/02/1977;15/09/1977;1977;TV;finished;https://media.kitsu.io/anime/poster_images/4419/small.jpg?1408452489;27;23;621
217;Gasshin Sentai Mechander Robo;合身戦隊メカンダーロボ;03/03/1977;29/12/1977;1977;TV;finished;https://media.kitsu.io/anime/poster_images/2914/small.jpg?1408448143;35;23;805
218;Wakusei Robo Danguard Ace;惑星ロボ ダンガードA[エース];06/03/1977;26/03/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/1788/small.jpg?1597691572;56;25;1400
219;Ashita e Attack!;あしたへアタック！;04/04/1977;05/09/1977;1977;TV;finished;https://media.kitsu.io/anime/poster_images/3560/small.jpg?1408450022;23;24;552
220;Chogattai Majutsu Robot Ginguiser;超合体魔術ロボ　ギンガイザー;09/04/1977;22/10/1977;1977;TV;finished;https://media.kitsu.io/anime/poster_images/5321/small.jpg?1408454986;26;25;650
221;Hyouga Senshi Gaislugger;氷河戦士ガイスラッガー;12/04/1977;30/08/1977;1977;TV;finished;https://media.kitsu.io/anime/poster_images/5864/small.jpg?1597690859;20;30;600
222;Barbapapa (1977);バーバパパ (1977);30/04/1977;14/06/1977;1977;TV;finished;https://media.kitsu.io/anime/poster_images/8963/small.jpg?1597691022;48;5;240
223;Chou Denji Machine Voltes V;超電磁マシーン ボルテスV;04/06/1977;25/03/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/956/small.jpg?1408442709;40;23;23
224;Seton Doubutsuki: Kuma no Ko Jacky;シートン動物記　くまの子ジャッキー;07/06/1977;16/12/1977;1977;TV;finished;https://media.kitsu.io/anime/poster_images/3659/small.jpg?1408450278;26;24;624
225;Choujin Sentai Baratack;超人戦隊バラタック;03/07/1977;05/03/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/4811/small.jpg?1408453573;31;25;775
226;Ore wa Teppei;おれは鉄兵;12/09/1977;27/03/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/3281/small.jpg?1408449255;28;25;700
227;Ippatsu Kanta-kun;一発貫太くん;18/09/1977;24/09/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/4034/small.jpg?1408451371;53;24;1272
228;Arrow Emblem Grand Prix no Taka;アローエンブレム　グランプリの鷹;22/09/1977;31/08/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/3258/small.jpg?1408449198;44;0;41
229;Fuusen Shoujo Temple-chan;風船少女テンプルちゃん;01/10/1977;25/03/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/2564/small.jpg?1408447023;26;25;650
230;Shin Kyojin no Hoshi;新巨人の星;01/10/1977;30/09/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/7329/small.jpg?1597690719;52;25;1300
231;Ie Naki Ko;家なき子;02/10/1977;01/10/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/2582/small.jpg?1597696831;51;24;1224
232;Shin Lupin Sansei;新・ルパン三世;03/10/1977;06/10/1980;1977;TV;finished;https://media.kitsu.io/anime/poster_images/1278/small.jpg?1597697254;155;25;3875
233;Chou Supercar Gattiger;超スーパーカー ガッタイガー;04/10/1977;28/03/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/5918/small.jpg?1408456913;25;25;625
234;Manga Nihon Emaki;まんが日本絵巻;05/10/1977;27/09/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/5903/small.jpg?1597690864;46;25;1150
235;Tobidase! Machine Hiryuu;とびだせ! マシーン飛竜;05/10/1977;29/03/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/9672/small.jpg?1412325207;21;25;525
236;Kyouryuu Daisensou Aizenborg;恐竜大戦争アイゼンボーグ;07/10/1977;30/06/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/3448/small.jpg?1408449703;39;24;936
237;Muteki Choujin Zanbot 3;無敵超人サンボット３;08/10/1977;25/03/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/1991/small.jpg?1597690868;23;24;552
238;Gekisou! Rubenkaiser;激走! ルーベンカイザー;10/10/1977;06/02/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/9276/small.jpg?1412322487;17;25;425
239;Wakakusa no Charlotte;若草のシャルロット;29/10/1977;27/05/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/2851/small.jpg?1408447980;30;25;750
240;Manga Ijin Monogatari;まんが偉人物語;18/11/1977;29/09/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/9432/small.jpg?1597690895;46;25;1150
241;Joou Heika no Petite Angie;女王陛下のプティアンジェ;13/12/1977;27/06/1978;1977;TV;finished;https://media.kitsu.io/anime/poster_images/3008/small.jpg?1408448411;26;24;624
242;Yakyuukyou no Uta;野球狂の詩;23/12/1977;26/03/1979;1977;TV;finished;https://media.kitsu.io/anime/poster_images/6240/small.jpg?1408457841;25;46;1150
243;Perrine Monogatari;ペリーヌ物語;01/01/1978;31/12/1978;1978;TV;finished;https://media.kitsu.io/anime/poster_images/2314/small.jpg?1597691700;53;25;1325
244;Sekai no Fushigi Tanken Series;世界の不思議・探検シリーズ;01/01/1978;01/01/1978;1978;TV;finished;https://media.kitsu.io/anime/poster_images/9570/small.jpg?1412324402;10;25;250
245;Kagee Aesop Monogatari;影絵イソップ物語;01/01/1978;01/01/1978;1978;TV;finished;https://media.kitsu.io/anime/poster_images/10274/small.jpg?1421482853;26;15;390
246;Majokko Tickle;魔女っ子チックル;06/03/1978;29/01/1979;1978;TV;finished;https://media.kitsu.io/anime/poster_images/3321/small.jpg?1408449359;45;24;1080
247;Uchuu Kaizoku Captain Harlock;宇宙海賊・キャプテンハーロック;14/03/1978;13/02/1979;1978;TV;finished;https://media.kitsu.io/anime/poster_images/890/small.jpg?1597697588;42;25;1050
248;Toushou Daimos;闘将ダイモス;01/04/1978;27/01/1979;1978;TV;finished;https://media.kitsu.io/anime/poster_images/2570/small.jpg?1408447039;44;0;41
249;SF Saiyuuki Starzinger;ＳＦ西遊記 スタージンガー;02/04/1978;26/08/1979;1978;TV;finished;https://media.kitsu.io/anime/poster_images/1112/small.jpg?1597696571;73;0;55
250;Mirai Shounen Conan;未来少年コナン;04/04/1978;31/10/1978;1978;TV;finished;https://media.kitsu.io/anime/poster_images/276/small.jpg?1597698045;26;29;754
251;Ikkyuu-san (1978);一球さん;10/04/1978;23/10/1978;1978;TV;finished;https://media.kitsu.io/anime/poster_images/9865/small.jpg?1413322267;26;24;624
252;Manga Hajimete Monogatari;まんがはじめて物語;06/05/1978;31/03/1984;1978;TV;finished;https://media.kitsu.io/anime/poster_images/6049/small.jpg?1597690875;305;25;7625
253;Muteki Koujin Daitarn 3;無敵鋼人ダイターン３;03/06/1978;31/03/1979;1978;TV;finished;https://media.kitsu.io/anime/poster_images/2923/small.jpg?1597692042;40;25;1000
254;Haikara-san ga Tooru;はいからさんが通る;03/06/1978;31/03/1979;1978;TV;finished;https://media.kitsu.io/anime/poster_images/2944/small.jpg?1496625552;42;0;40
255;Hoshi no Oujisama Petit Prince;星の王子さま　プチ・プランス;04/07/1978;27/03/1979;1978;TV;finished;https://media.kitsu.io/anime/poster_images/3267/small.jpg?1448114580;39;24;936
256;Uchuu Majin Daikengou;宇宙魔神ダイケンゴー;27/07/1978;15/02/1979;1978;TV;finished;https://media.kitsu.io/anime/poster_images/6086/small.jpg?1408457407;26;25;650
257;Ginga Tetsudou 999;銀河鉄道９９９;14/09/1978;09/04/1981;1978;TV;finished;https://media.kitsu.io/anime/poster_images/1337/small.jpg?1597697473;113;25;2825
258;Kagaku Ninja-tai Gatchaman II;科学忍者隊ガッチャマンII;01/10/1978;30/09/1979;1978;TV;finished;https://media.kitsu.io/anime/poster_images/4535/small.jpg?1408452829;52;23;23
259;Manga Kodomo Bunko;まんがこども文庫;06/10/1978;28/09/1979;1978;TV;finished;https://media.kitsu.io/anime/poster_images/9434/small.jpg?1597690895;51;25;1275
260;Takarajima;宝島;08/10/1978;01/04/1979;1978;TV;finished;https://media.kitsu.io/anime/poster_images/2382/small.jpg?1597697360;26;24;624
261;Uchuu Senkan Yamato 2;宇宙戦艦ヤマト2;14/10/1978;07/04/1979;1978;TV;finished;https://media.kitsu.io/anime/poster_images/1484/small.jpg?1408444138;26;0;34
262;Shin Ace wo Nerae!;新・エースをねらえ!;14/10/1978;31/03/1979;1978;TV;finished;https://media.kitsu.io/anime/poster_images/5381/small.jpg?1408455251;25;25;625
263;Pink Lady Monogatari: Eikou no Tenshi-tachi;ピンク・レディー物語 栄光の天使たち;24/10/1978;12/06/1979;1978;TV;finished;https://media.kitsu.io/anime/poster_images/9535/small.jpg?1412324146;33;25;825
264;Captain Future;キャプテンフューチャー;07/11/1978;18/12/1979;1978;TV;finished;https://media.kitsu.io/anime/poster_images/2326/small.jpg?1597691828;52;23;1196
265;Nobara no Julie;野ばらのジュリー;04/01/1979;05/04/1979;1979;TV;finished;https://media.kitsu.io/anime/poster_images/5491/small.jpg?1408455612;13;25;325
266;Akage no Anne;赤毛のアン;07/01/1979;30/12/1979;1979;TV;finished;https://media.kitsu.io/anime/poster_images/258/small.jpg?1597697340;50;25;1250
267;Time Bokan Series: Zenderman;タイムボカンシリーズ　ゼンダマン;03/02/1979;26/01/1980;1979;TV;finished;https://media.kitsu.io/anime/poster_images/4770/small.jpg?1408453461;52;24;1248
268;Doraemon (1979);ドラえもん;04/02/1979;18/03/2005;1979;TV;finished;https://media.kitsu.io/anime/poster_images/460/small.jpg?1597697696;1787;11;19657
269;Nihon Meisaku Douwa Series: Akai Tori no Kokoro;日本名作童話シリーズ 赤い鳥のこころ;05/02/1979;30/07/1979;1979;TV;finished;https://media.kitsu.io/anime/poster_images/9488/small.jpg?1412323834;26;25;650
270;Hana no Ko Lunlun;花の子ルンルン;09/02/1979;08/02/1980;1979;TV;finished;https://media.kitsu.io/anime/poster_images/2021/small.jpg?1597691743;50;24;1200
